node_id,name,name_native,birth_year,death_year,styles,locality,wikipedia_url,reason,status
A0219,Motobu Chomo,本部朝茂,,,motobu-udundi,,https://ja.wikipedia.org/wiki/本部朝勇,[audit:motobu-udun] Second son of Motobu Choyu and intended family heir of Motobu Udundi; listed among Choyu's direct students on ja.wiki and received the art via Uehara Seikichi in Wakayama before dying in WWII. Essential endpoint for two ,proposed
A0220,Motobu Naoki,本部朝行,,,motobu-ryu|motobu-udundi,,,[audit:motobu-udun] Eldest son of Motobu Chosei; became 3rd soke of Motobu Kenpo and head of Motobu Udundi on 14 June 2025 at Chosei's 100th-birthday ceremony (succession name 本部朝行; publishes internationally as Motobu Naoki). Essential for ,proposed
A0221,Uhugushiku,,,,okinawan-kobudo|tuite,,https://en.wikipedia.org/wiki/Ry%C5%AB-te,"[audit:okinawa-kenpo-ryute] Needed only as teacher node for the traditional Ryu-te lineage edge to Oyata. Retired palace guard per Oyata's account; died late 1960s per the Ryu-te article, but no independently verifiable dates, so years left blank. ",proposed
A0222,Wakinaguri,,,,kenpo,,https://en.wikipedia.org/wiki/Ry%C5%AB-te,[audit:okinawa-kenpo-ryute] Needed only as teacher node for the traditional Ryu-te lineage edge to Oyata. Bushi of Chinese descent who taught Oyata pressure-point strikes per the cited Wikipedia article; no verifiable dates; historicity rests solel,proposed
A0223,Sherman Harrill,,1941,2002,isshin-ryu,,,"[audit:isshin-ryu] Needed as student node for the new Tatsuo Shimabuku>Sherman Harrill link. Sherman Jordan Harrill, 11 May 1941 - 4 November 2002; first-generation Isshin-ryu student on Okinawa 1959-1960, named on the Tatsuo Shimabuku Wik",proposed
A0224,Takeshi Shimoda,下田武,,,shotokan,,,"[audit:shotokan] Funakoshi's senior assistant instructor at the early Shotokan, who led university teaching and demonstration tours until his early death (commonly dated 1934, not given in the cited article, so years left blank); Gigo Fu",proposed
A0225,Kiyoshi Yamazaki,,1940,2023,shindo-jinen-ryu|shito-ryu|japanese-karate-generic,,https://en.wikipedia.org/wiki/Kiyoshi_Yamazaki,"[audit:shito-ryu] Needed for the Konishi>Yamazaki link. Born 16 August 1940, Chiba; died 28 August 2023. Konishi's senior successor as international chief instructor of Japan Karate-do Ryobu-kai; listed as a student in Konishi's Wikipedia",proposed
A0226,Mie Nakayama,中山三枝,,,hayashi-ha-shito-ryu|shito-ryu,,,"[audit:shito-ryu] Needed for the Inoue>Nakayama link. Three-time consecutive WKF world kata champion (1982, 1984, 1986), the dominant women's kata competitor of the 1980s, trained in Hayashi-ha Shito-ryu under Yoshimi Inoue. Birth year no",proposed
A0227,Isao Ichikawa,,1935,1996,shudokan|doshinkan,,,"[audit:wado-chito-shudokan] Essential to carry the Toyama>Ichikawa edge: founder of Karatedo Doshinkan (Vienna, 1967), Toyama's last inner disciple and designated successor, 10th dan Hanshi from Toyama. Documented on the official Doshinkan honbu si",proposed
A0228,So Nei-chu,曺寧柱,1908,1996,goju-ryu,,,[audit:kyokushin-lines] Mas Oyama's principal Goju-ryu teacher and spiritual mentor after WWII; essential upstream node for the Kyokushin lineage (needed for the So Nei-chu>Mas Oyama edge).,proposed
A0229,Yang Kuk-jin,양국진,,,chinese-martial-arts,,,"[audit:korean-arts] Chinese martial-arts master in Manchuria, the only teacher Hwang Kee ever formally acknowledged; essential to anchor the new Yang Kuk-jin>Hwang Kee edge (Moo Duk Kwan lineage root). Dates not recorded in any reliable sou",proposed
A0230,Adriano Emperado,,1926,2009,kenpo|kajukenbo|kara-ho-kempo,,https://en.wikipedia.org/wiki/Adriano_Directo_Emperado,"[audit:kenpo-hawaii-us] Essential Hawaii kenpo figure: Chow's first black belt and co-founder/lead figure of Kajukenbo (born 15 June 1926, died April 2009). Needed for the Chow>Emperado edge.",proposed
A0231,Larry Tatum,,,,american-kenpo,,,"[audit:kenpo-hawaii-us] Senior American Kenpo master in the Parker lineage; named on Jeff Speakman's Wikipedia page as Speakman's principal instructor. Years not reliably documented in acceptable sources, so left blank.",proposed
A0232,Al Tracy,,,,kenpo|tracy-kenpo,,,"[audit:kenpo-hawaii-us] Founder of the Tracy Kenpo branch (early Parker-lineage school); named on Jay T. Will's Wikipedia page as Will's teacher who promoted him to 8th dan. Years not reliably documented in acceptable sources, so left blank.",proposed
A0233,Sokaku Takeda,武田惣角,1859,1943,daito-ryu,,https://en.wikipedia.org/wiki/Sokaku_Takeda,"[audit:judo-aikido-koryu] Required for the Takeda>Ueshiba edge, the best-documented teacher relationship in aikido history (Daito-ryu eimeiroku records). Create only if no Takeda node exists in another domain file.",proposed
A0234,Tsunetoshi Iikubo,飯久保恒年,1835,1889,kito-ryu,,,"[audit:judo-aikido-koryu] Required for the Iikubo>Kano edge (Kano's Kito-ryu teacher and early Kodokan instructor, awarded Kano the Kito-ryu densho in 1883). Birth year circa 1835 per Kodokan sources.",proposed
A0235,Kisshomaru Ueshiba,植芝吉祥丸,1921,1999,aikido,,https://en.wikipedia.org/wiki/Kisshomaru_Ueshiba,[audit:judo-aikido-koryu] Second Aikikai Doshu; required to connect Christian Tissier's documented aikido lineage and Morihei Ueshiba's succession. Create only if not already present in another domain file.,proposed
A0236,Ishimine Pechin,石嶺親雲上,,,shuri-te,Shuri,,"[audit:orphans-2] 'Old Ishimine' (Bushi Ishimine), famous 19th-century Shuri master associated with Matsumura's circle; documented teacher of Kaneshima Shinbi (okic.okinawa profile; Motobu-ryu blog article on Ishimine-ryu)",proposed
B0001,Ko Uehara,,,,goju-ryu|jundokan,,,[book:Bishop p.33] Absent from dataset. Appears in Eiichi Miyazato's Jundokan lineage chart.,proposed
B0002,Nobuhide Asato,,,,uechi-ryu,,,[book:Bishop p.161] Absent from dataset (distinct from Anko Azato). Student of Shinpo Matayoshi per the Matayoshi kobudo chart; see matching link item.,proposed
B0003,Eiji Kinjo,,1899,1995,,,,"[book:Bishop p.194] Absent from dataset; a martial arts figure with full dates and styles from the book. Okinawan, administrator in Taiwan during the war.",proposed
B0004,Ch'en Yu-an,,,,,,,[book:Bishop p.20] Chinese boxer in the Ryuei-ryu/Nakaima lineage context; absent from dataset.,proposed
B0005,Akihiko Suzuki,,,,goju-ryu|jundokan,,,[book:Bishop p.33] Kyoto-based Jundokan follower; absent from dataset.,proposed
B0006,Hideki Kojo,,,,kojo-ryu,,,[book:Bishop p.72] Kojo family member absent from dataset; no dates given.,proposed
B0007,Jesus Martinez,,,,shorin-ryu-shorinkan|shorin-ryu,,,[book:Bishop p.120] American student listed under Shugoro Nakazato; absent from dataset (Jesus del Moral is a different person).,proposed
B0008,Ryotaro Kanai,,,,,,,[book:Bishop p.125] Absent from dataset; mainland Japan context (Shito-ryu/Kushin-ryu chapter); no dates or style given.,proposed
B0009,Eiki Kaneji,,,,,,,"[book:Bishop p.131] Absent from dataset; named karate figure in book (name may carry OCR risk, verify spelling before adding).",proposed
B0010,Keihan Ono,,,,karate-generic,,,[book:Bishop p.171] Absent from dataset; figure on Seitoku Higa's lineage chart.,proposed
B0011,Kanei Uechi (Shito-ryu),,1904,,shito-ryu,,,"[book:Bishop p.203] Distinct from Uechi-ryu Kanei Uechi (Q1728269, b.1911). Locality Untenbaru, Motobu; dojo in Itoman City. Absent from dataset; needed as teacher of Junjiro Nishime (C00102).",proposed
B0012,Shiroma (Gusukuma) of Tomari,,,,tomari-te,,,"[book:Bishop p.85] Absent from dataset; 19th-century Tomari-te master (also read Gusukuma of Tomari), named as teacher of Anko Itosu on p106; distinct from Shinpan Gusukuma",proposed
B0013,Bushi Kunishi,,,,,,,"[book:Bishop p.28] Absent from dataset; Okinawan te expert (title Bushi), named in the Higaonna chapter. No dates given.",proposed
B0014,Jerry Gold,,,,karate-generic,,,[book:Bishop p.103] Absent from dataset. No dates given.,proposed
B0015,Heisaburo Nakamura,,1894,1975,,,,"[book:Bishop p.152] Absent from dataset. Died 1975 aged 81 (so born c. 1894); of Toguchi, Motobu; teacher in Masakazu Miyagi's Honshin-ryu background.",proposed
B0016,Kencho Miyagi,,,,,,,[book:Bishop p.172] Absent from dataset; named in the Bugeikan (Seitoku Higa) chapter. No dates given.,proposed
B0017,Shingo Hayashi,,,,kojo-ryu,,,"[book:Bishop p.49] Absent from dataset. Kojo-ryu teacher in Tottori City, Japanese mainland.",proposed
B0018,Yamada (of Tomari),,,,tomari-te,,,[book:Bishop p.85] Absent from dataset (existing Yamadas are unrelated). 19th-century Tomari-te figure named by Funakoshi.,proposed
B0019,Masao Kobayashi,,,,matsubayashi-ryu,,,[book:Bishop p.95] Absent from dataset; listed in Nagamine's Matsubayashi-ryu lineage chart.,proposed
B0020,Takao Miyagi,,,,motobu-ryu,,,"[book:Bishop p.166, 168] Absent from dataset (no Takao Miyagi among the many Miyagis); Motobu-ryu ti practitioner.",proposed
B0021,Arakaki no TANMEI,,,,,,,[book:Bishop p.174] Absent from dataset; Naha ti figure known by honorific nickname ('old man Arakaki').,proposed
B0022,One-Eyed Toguchi,,,,tomari-te,,,[book:Bishop p.84] Absent from dataset; Tomari-te (Matsumora-type) teacher known only by nickname. Teacher of Seikichi Hokama (see link).,proposed
B0023,Ho Feng,,,,fujian-white-crane,,,"[book:Bishop p.19] Monk of the Sazan Kozan Temple, Fukien; root of the Ryuei-ryu tradition. Absent from dataset.",proposed
B0024,David Scot,,,,uechi-ryu,,,[book:Bishop p.43] Great Britain representative in the Uechi-ryu association chart. Absent from dataset; spelling possibly 'Scott'.,proposed
B0025,Ten Senshi,,,,,,,[book:Bishop p.84] Chinese merchant at Tomari who taught Seikichi Hokama a punching technique. Marginal but martially relevant; absent from dataset.,proposed
B0026,Kenwa Kanna,,,,,,,"[book:Bishop p.92] Appears in the Chotoku Kyan students passage; plausibly the Okinawan naval officer Kanna Kenwa, documented elsewhere as a Kyan student. Absent from dataset.",proposed
B0027,Masanori Ishikawa,,,,matsubayashi-ryu,,,[book:Bishop p.95] From Nagamine's Matsubayashi-ryu chart; absent from dataset (only Horoku Ishikawa exists).,proposed
B0028,Kanzo Nakandakari,,,,,,,[book:Bishop p.131] Karate figure: taught the Pinan kata to Seitoku Higa (p174). Absent from dataset.,proposed
B0029,Hiroshi Shima,,,,,,,"[book:Bishop p.153] Absent from dataset. Appears in the Kuniyoshi/Okinawa Kenpo chapter; no dates or styles given, add at low confidence.",proposed
B0030,Soeishi,,,,,,,"[book:Bishop p.155] Bojutsu figure of Ona village, Shuri; the kobudo kata Soeishi no Kun bears the name. Family name only, but the tradition figure is absent from the dataset.",proposed
B0031,Shingo Araki,,,,,,,"[book:Bishop p.171] Absent from dataset. Appears in the Seitoku Higa/Bugeikan section; no dates or styles given, add at low confidence.",proposed
J0001,Aragaki Shuichi,新垣修一,1929,2021,goju-ryu,,,"[10th-dan register] Born 1929 in Taiwan; family returned to Okinawa 1947. Grandson of Aragaki Ryuko, Miyagi Chojun's first instructor, who introduced him to Miyagi. Trained directly under Miyagi Chojun from 1951 until Miyagi's death in 1953",proposed
J0002,Matayoshi Seitoku,又吉清徳,,,goju-ryu,,,"[10th-dan register] Goju-ryu master of the Higa Seko lineage. Named among Higa Seko's students on the Seko Higa Wikipedia page, and listed as one of the senior students of Tamaki Juei (b.1905, Higa's oldest student, Seigokan dojo, 1965) alo",proposed
J0003,Shinjo Anyu,新城安勇,1942,,goju-ryu|jundokan,,,"[10th-dan register] Born 9 April 1942 on Tinian (Mariana Islands). Began karate at 9 under Kakazu Yoshio; karate club at Naha Commercial High School under Iraha Choko. Joined the Okinawa prefectural police at 23, met Miyazato Eiichi and ent",proposed
J0004,Miyahira Masanobu,宮平昌信,,,matayoshi-kobudo,,,[10th-dan register] Given name 昌信 is read 'Shoshin' in Western kobudo sources (Miyahira Shoshin). Long-time student of Matayoshi Shinpo; photographed with Matayoshi Shinpo and Kanei Katsuyoshi in the early 1970s. Became 2nd president of the,proposed
J0005,Ishikawa Seigi,石川清義,1926,,kobayashi-shorin-ryu,,,"[10th-dan register] Almost certainly Ishikawa Seitoku, written 石川精徳 in Japanese sources (the register's 清義 appears to be a variant/mistranscription; no Okinawan karate figure under 石川清義 is otherwise documented). One of the last direct long-",proposed
J0006,Ishikawa Seitoku,石川精徳,1925,2013,kobayashi-shorin-ryu,,,"[10th-dan register] Okinawa Prefecture Intangible Cultural Asset holder; hanshi 10th dan and third president of the Okinawa Shorin-ryu Karate-do Kyokai. First introduced to karate at elementary school by Shinpan Gusukuma, then a long-term d",proposed
J0007,Takara Shintoku,高良信徳,1930,,uechi-ryu,,,[10th-dan register] Okinawa Prefecture Intangible Cultural Asset holder and the most senior Uechi-ryu grandmaster. Began under Kanei Uechi (son of founder Kanbun Uechi) in 1950; instructor at the Uechi family's Futenma Shubukan honbu dojo f,proposed
J0008,Miyagi Takeshi,宮城驍,1935,,kobayashi-shorin-ryu,,,"[10th-dan register] Born 8 June 1935 in Shiroma, Urasoe (despite the Miyagi surname he is Shorin-ryu, not Goju-ryu). Hanshi 10th dan (2004); fourth president of the Okinawa Shorin-ryu Karate-do Kyokai from December 2012; former chairman of ",proposed
J0009,Takushi Seiki,澤岻政輝,1940,,goju-ryu|shobukan|matayoshi-kobudo,,,"[10th-dan register] Also written 沢岻政輝. Senior master of Goju-ryu Shobukan (the school of Masanobu Shinjo): after Shinjo Masanobu's death he ran the Shobukan Sohonbu dojo and association as kancho from 1993 until 2005, when Shinjo Masashi to",proposed
J0010,Nakamura Seiyū,中村清祐,1941,,shorin-ryu-shidokan|okinawan-kobudo,,,[10th-dan register] Born 10 February 1941. Hanshi 10th dan in Okinawa Dento Shidokan karate and 10th dan in kobujutsu; disciple of Katsuya Miyahira (Shidokan founder) for more than 50 years. Began kobujutsu in Kochinda at age 6. Heads the N,proposed
J0011,Nakaza Seiei,仲座清栄,1942,2013,shorin-ryu-shorinkan|shorinji-ryu|goju-ryu,,,"[10th-dan register] Born 1942, Okinawa. Began karate 1957 (Shuri-te) under Joen Nakazato (Shorinji-ryu founder); added Naha-te/Goju-ryu under Seiko Higa from 1960; from 1966 under Shugoro Nakazato (Shorin-ryu Shorinkan), becoming vice-direc",proposed
J0012,Ōshiro Masatoshi,大城マサトシ,,,okinawan-karate-generic,,,"[10th-dan register] Genuinely under-documented beyond the register. The katakana given name indicates an overseas-born person of Okinawan descent. Best identification found: Masatoshi Oshiro, 10th dan, pioneer of karate in Peru and soke/fou",proposed
J0013,Matsuda Yoshio,松田義雄,,,uechi-ryu,,,"[10th-dan register] Uechi-ryu hanshi 10th dan; kancho of the Yafuso Shubukan (屋富祖修武館), Yafuso 3-17-2, Urasoe City, listed under the Uechi-ryu Karate-do Renmei (上地流空手道連盟) within the Uechi-ryu Karate-do Rengokai umbrella. Beyond the register ",proposed
J0014,Yara Choi,屋良朝意,1915,2014,tomari-te,,,"[10th-dan register] Founder and first soke of the Matsumora-ryu Kotokukai (松茂良流興徳会), the surviving orthodox Tomari-te line: Matsumora Kosaku (1829-1898) → Iha Kodatsu (1873-1928) → Kuba Chojin (1904-1989) → Yara Choi. Moved to Osaka in 1940",proposed
J0015,Shima Isao,島勇夫,,,matsubayashi-ryu,,,"[10th-dan register] Documented on video as 'Isao Shima, hanshi 10th dan, Matsubayashi' demonstrating the kata Wankan (Nagamine's signature kata) at the Okinawa Traditional Karatedo Kobudo World Tournament 2009 (Okinawa Budokan). Otherwise e",proposed
J0016,Nakazone Kinei (Nakasone Kinei),ナカゾネ キンエイ,1936,2002,goju-ryu|shoreikan,,,"[10th-dan register] Goju-ryu hanshi 10th dan. Born 1 December 1936 in Goya, Okinawa City. Trained in Toguchi's Shoreikan from 1956, ran a Shoreikan dojo in Kin from 1962, joined Masanobu Shinjo's Shobukan in 1980 and led it from 1994, then ",proposed
J0017,Gibo Giyu,儀保宜裕,1938,,kobayashi-shorin-ryu|shorin-ryu-shorinkan,,,"[10th-dan register] Born 1938 into a martial-arts family in Urasoe City; began karate in 1957. Head of the Okinawa Shorin-ryu Shobukan Association (沖縄空手古武道小林流翔武舘協会), teaching at the Gibo Karate Dojo, Uchima 3-18-1, Urasoe. Rose through the ",proposed
J0018,Tomimoto Yuko,富本裕宏,1939,2023,okinawan-kobudo,,,"[10th-dan register] Hanshi 10th dan, Ryukyu Kobudo Maeda-ryu bojutsu: head of the Maeda bo (前田棒) village stick-fighting tradition of Maeda, Urasoe, a communal bojutsu said to have over 500 years of continuous transmission, taught by him as ",proposed
J0019,Tokuyama Yoshinori (usually romanised Yoshiki Tokuyama),徳山良規,1946,,shudokan|kobayashi-shorin-ryu,,,"[10th-dan register] Born 22 October 1946. Heir of the Toyama Kanken Shudokan lineage: hanshi 10th dan in Okinawa Seito Karatedo (awarded 22 Oct 2000) and head of the Okinawa Seito Karatedo Hiroshima Shudokan, with branches in Japan, Mexico,",proposed
J0020,Kinjō Yoshitaka,金城嘉孝,1953,,goju-ryu|tomari-te,,,"[10th-dan register] Gohakukai (Okinawa Goju-ryu Tomarite Karatedo Association) master, president of the Canadian Gohakukai Karate-do Association. Became a student of Tokashiki Iken in Okinawa in 1968, moved to Canada in 1971 as an agricultu",proposed
J0021,Kina Seikō,喜納正興,,,goju-ryu,,,"[10th-dan register] Pre-war direct student of Miyagi Chōjun and one of the first of that group permitted to teach, running a dojo in Izumizaki-chō, Naha, which Miyagi and Shinzato Jin'an would visit (per the Okinawa Karate Kobudo Jiten). Af",proposed
J0022,Wakugawa Kōsei,湧川幸盛,1926,2021,goju-ryu|shodokan-goju-ryu,,,[10th-dan register] Goju-ryu hanshi 10th dan and holder of the Okinawa Prefecture designated intangible cultural asset 'Okinawa Karate and Kobujutsu' (certified 2000). Born 1926; studied under Miyazato Eiichi and Iha Kōshin before being ent,proposed
J0023,Shimabukuro Katsuyuki,島袋勝之,,,kobayashi-shorin-ryu,,,"[10th-dan register] Okinawa Shorin-ryu (Kobayashi) hanshi, student of Higa Yūchoku (Kyudokan) in the Chibana Chōshin line; some accounts also place him directly under Chibana. Interviewed in Gekkan Karatedo (Vol. 445, Aug 2007) relaying Chi",proposed
J0024,Ishimine Chōshin,伊志嶺朝信,,,goju-ryu,,,"[10th-dan register] Goju-ryu; one of the most senior and favourite disciples of Higa Sekō, training with him from before the Shōdōkan dojo was established. Regarded around 1953 as the finest Suparinpei performer among Higa's students (per K",proposed
J0025,Inada Hiroshi,稲田弘,1933,2013,uechi-ryu|shohei-ryu,,,"[10th-dan register] Uechi-ryu hanshi 10th dan, born 15 February 1933; direct student of Uechi Kanei and adviser of the Okikukai (Okinawa Karatedo Kyokai, Shōhei-ryu). Associated with Uechi Kanei's Futenma Shubukan circle. Died in September ",proposed
J0026,Tōyama Zenshū,當山全秋,1936,,goju-ryu|shoreikan,,,"[10th-dan register] Goju-ryu hanshi 10th dan, born 1936 in Awase (now Okinawa City); began karate at about age 20. Direct senior deshi of Toguchi Seikichi at the Shoreikan in Koza, with additional guidance in Suparinpei and Kururunfa from F",proposed
J0027,Arakaki Isamu,新垣勇,1941,2013,kobayashi-shorin-ryu|shorin-ryu-kyudokan,,,[10th-dan register] Born 18 September 1941 in Naha. Entered Higa Yuchoku's Kyudokan in 1960 and became one of his senior disciples; accompanied Higa to Argentina in 1977 and founded the Shorin-ryu Kodokan (a Kyudokan offshoot with branches ,proposed
J0028,Shiroma Kiyonori (Seihan),城間清範,1941,2012,motobu-udundi,,,"[10th-dan register] Usually romanised Shiroma Seihan. Direct student of Uehara Seikichi from age 27; received the full Motobu Udundi and Motobu Ryukyu Kobujutsu transmission and, with Uehara's agreement, founded his own school, the Muti (Mo",proposed
J0029,Takamiyagi Tetsuo,高宮城鉄男,1942,,shorin-ryu|motobu-udundi|okinawan-kobudo,,,"[10th-dan register] Born 17 December 1942 in Okinawa. Hanshi 10th dan karate, 9th dan kobudo, 8th dan Motobu Udun-ti. Trained Shorin-ryu under Eizo Shimabuku (and, per his association's biography, under 'Toma Seiki', a Nagamine student) and",proposed
J0030,Tsuha Kiyoshi,津波清,1944,,kobayashi-shorin-ryu|okinawan-kobudo,,,"[10th-dan register] Born 15 February 1944. Head of the Iso Bugeikan dojo, Iso, Urasoe City, within the Okinawa Shorin-ryu Karate-do Kyokai (Chibana Choshin's 1948 association, Shidokan line). Student since April 1971 of Miyagi Takeshi (Shid",proposed
J0031,Kuba Yoshio,久場良男,1946,,goju-ryu,,,"[10th-dan register] Born 7 September 1946. Entered Toguchi Seikichi's Shoreikan at 15 (per ja.wikipedia; English sources say 17) and became one of Toguchi's senior students, directing the Shoreikan by 27; also trained at the Shoreikan under",proposed
J0032,Kanagusuku Eiki,金城榮喜,,,okinawan-karate-generic|okinawan-kobudo,,,"[10th-dan register] Sparsely documented. Representative of the Ryukyu Traditional Karate Kobudo Hozon Kyokai's Ryukyu Butokuden Dojo, Makiminato, Urasoe City (OKIC official dojo register, as 金城栄喜 / Eiki Kinjo). The dojo's former Okinawa Kar",proposed
J0033,Kinjō Kenpo,金城憲保,,,okinawan-karate-generic,,,"[10th-dan register] Genuinely undocumented beyond the register. Extensive searching in Japanese (金城憲保 with 空手/範士/十段/流派 terms, Okinawa prefecture dojo registers, the 2022 Okinawa karate survey, university papers) and English (Kinjo Kenpo / K",proposed
J0034,Kakazu Mitsuo,嘉数光雄,,,okinawan-kobudo,,,"[10th-dan register] Okinawan kobudo master, famed tekko (iron knuckle) specialist and author of the kata Kakazu no Tekko. Reported as one of the best-known students of Matayoshi Shinko. Principal kobudo teacher of Odo Seikichi (register no.",proposed
J0035,Higa Yoshio,比嘉敏雄,1930,,uechi-ryu|shohei-ryu,,,"[10th-dan register] Kanji 敏雄 normally reads Toshio; the register prints Yoshio. English sources use Higa Toshio. Born 1 February 1930. Direct student of Uechi Kanei. Founding senior of the Okinawa Karatedo Kyokai (Okikukai, est. April 1989,",proposed
J0036,Iha Kōtarō,伊波光太郎,1939,,okinawan-kobudo|kobayashi-shorin-ryu,,,"[10th-dan register] Born 12 February 1939. Founder and president of Ryukyu Kobudo Ryukonkai (Shudokan dojo, Gushikawa/Uruma, dojo 1973-74, Ryukonkai organised 1981). Okinawa Prefecture intangible cultural asset holder for karate and kobujut",proposed
J0037,Taira Yoshio,平良吉雄,,,goju-ryu|shobukan,,,"[10th-dan register] Goju-ryu, Shobukan line. Director of the Goju-ryu Shobukan Teruya dojo (Okinawa Karate-do Goju-kai Shobukan), Teruya, Okinawa City; trained under Shobukan founder Shinjo Masanobu (1938-1993). Director (riji) of the Zen O",proposed
J0038,Chinen Masatsune,知念正常,,2016,goju-ryu,,,"[10th-dan register] Goju-ryu hanshi 10th dan; died 12 March 2016 (Okinawa Traditional Karate Liaison Bureau obituary). Recipient of the 5th Ryukyu Shimpo award (2013) for services to Okinawan karate, listed as Goju-ryu. His specific Goju br",proposed
J0039,Senaga Yoshitsune,瀬長義常,1937,,uechi-ryu,,,"[10th-dan register] Born 1937. President of Uechi-ryu Kenseikai, honbu dojo in Tomigusuku (heads it since April 1981). Reported training history: began Goju-ryu at Higa Seko's dojo in 1953, switched to Uechi-ryu under Uehara Saburo in 1955,",proposed
J0040,Kiyūna Chōkō,喜友名朝孝,1939,,shorin-ryu,,,"[10th-dan register] Born 1939. Head (kaihacho) of the Okinawa Shorin-ryu Karate-do Kokusai Renmei Risshikan, Chatan; belongs to the Kyan Chotoku lineage of Shorin-ryu (少林流). Chairman/president of the Okinawa Dento Karatedo Shinkokai (the um",proposed
J0041,Miyagi Minoru,宮城實,1941,,uechi-ryu,,,"[10th-dan register] Born 22 June 1941 in Yomitan. Began Uechi-ryu at 19 at the Kadena dojo under Shinjo Seiyu; promoted hanshi 10th dan in December 2010 by the Okinawa Uechi-ryu Karatedo Hozonkai, of which he is head (Wikipedia lists Minoru",proposed
J0042,Miyazato Kōsuke,宮里幸助,,,ryukyu-kobudo-akamine|shorin-ryu,,,"[10th-dan register] 10th dan, founder of the Seiryukan (清流館), honbu dojo in Urasoe. Sole student to whom Akamine Eisuke transmitted both his Ryukyu kobudo (Taira Shinken line) and the karate the school calls Funakoshi Shorin-ryu; Seiryukan ",proposed
J0043,Hanashiro Tetsuo,玻名城哲夫,,,okinawan-karate-generic,,,"[10th-dan register] 10th dan of Yabiku-ryu (屋比久流心拳八重山拳法王道会), the Yaeyama Kenpo school of Ishigaki Island, recognised in 2002 as Ishigaki's sole indigenous martial-arts culture. Appointed second-generation chairman (二代目会長) in 2007 (Heisei 19",proposed
J0044,Genka Noritsune,源河徳恒,,,shorin-ryu-shorinkan,,,"[10th-dan register] Hanshi of Shorin-ryu Shorinkan (Kobayashi Shorin-ryu), a senior in Nakazato Shugoro's organisation who was sent from Okinawa to represent Nakazato at US Shorinkan events (Midwest-Okinawan Connection camps, 2011 and 2016)",proposed
J0045,Matsuda Yoshimasa,松田芳正,,,shorin-ryu|kobayashi-shorin-ryu,,,"[10th-dan register] Founder (1971) of Okinawa Shorin-ryu Myobukan, honbu in Tomari, Naha. Trained Kobayashi Shorin-ryu under Nakazato Shugoro and Tomari-te Shorin-ryu under Shinjo Heitaro, whose line the Myobukan traces Matsumura Sokon → Ki",proposed
J0046,Yonamine Ikuo,与那嶺育孝,,,goju-ryu|meibukan,,,"[10th-dan register] Okinawan-born Goju-ryu master who emigrated to Sao Paulo, Brazil, where he is known as Yasunori Yonamine (育孝 admits readings Ikuo/Iko/Yasunori; register prints 'Ikuo'). Direct student of Yagi Meitoku (Meibukan); taught G",proposed
J0047,Nakamoto Eishō,仲本英征,,,goju-ryu|ufuchiku-kobujutsu,,,[10th-dan register] Sparsely documented beyond the register. The OKIC prefectural dojo roster gives the furigana Hideyuki for 英征 (the register prints the on-reading Eishō) and lists him as representative of the Okinawakan Ginowan dojo withi,proposed
J0048,Shimabukuro Tsuneo,島袋常雄,1945,,uechi-ryu|ryukyu-kobudo,,,"[10th-dan register] Born 1945 in Uruma City. Uechi-ryu karate and Ryukyu/Okinawa kobudo; chief instructor of the Minamihara Shureikan, chairman of the Okinawa Prefecture Kobudo Federation and of the Okinawa Prefecture Uechi-ryu Karate Feder",proposed
J0049,Maeda Kiyomasa,前田清正,,,shogen-ryu|yamanni-ryu,,,"[10th-dan register] President of the Okinawa Shogen-ryu Karate-do Association, hanshi 10th dan (awarded 2012 by Kensei Taba); dojo in Itoman City (Zaha), where he teaches Shogen-ryu karate and Yamane-ryu kobudo (9th dan under Kishaba Chogi)",proposed
J0050,Gushiken Shintoku,具志堅新徳,,,goju-ryu|shobukan,,,"[10th-dan register] President of the (International) Okinawan Goju-ryu Karate-do Seibukai, appointed after the death of founder Nakasone Kinei (1936-2002); heads the Seibukai general headquarters dojo in Okinawa City (Takahara/Matsumoto), c",proposed
W0001,Miki Jisaburo,,,,karate-generic,,,[research:https://ryukyu-bugei.com/?p=11696] Absent from dataset; learned from Oshiro Chojo 1929.,proposed
W0002,Kinjo Hiroshi,,1919,2013,karate-generic,,,[research:https://ryukyu-bugei.com/?p=7432] Absent from dataset (no Hiroshi Kinjo among the many Kinjo entries).,proposed
W0003,Oyadomari Eiro,,1878,1926,tomari-te,,,"[research:https://ryukyu-bugei.com/?p=7351] Absent; distinct from Kokan, Konin and Kotsu Oyadomari already in dataset.",proposed
W0004,Takano Genjuro,,,,motobu-ryu,,,[research:https://medium.com/@motobu715/motobu-ch%C5%8Dkis-kata-0d96d24afd6e] Absent; adding him also implies a new edge Motobu Choki (Q1147708) -> Takano Genjuro.,proposed
W0005,Tawada (of Shuri),,,,,,,"[research:https://ryukyu-bugei.com/wp-content/uploads/2013/12/preview2.pdf] No Tawada node in the dataset. Almost certainly Tawada Shinboku ('Megantu'), Matsumura's student, also required by two link claims (?p=4911, ?p=5186). Add once, not",proposed
W0006,Toma Jugo,,1895,1971,,,,"[research:https://ryukyu-bugei.com/?p=8553] Absent. Existing Toma nodes (A0020 Shian, A0021 Seiki, C00104 Jushin, C00520 Shiyu) are different people.",proposed
